"Stock","Year","Season","Area","Country","Effort","Catch.Cat.","Report.cat.","Fleets","Caton","SampledCatch","NumAgeMeasurement","NumLengthMeasurements","NumSamplesAge","NumSamplesLength","MaleLngt160","MaleLngt170","MaleLngt180","MaleLngt190","MaleLngt200","MaleLngt210","MaleLngt220","MaleLngt230","MaleLngt240","MaleLngt250","MaleLngt260","MaleLngt270","MaleLngt280","MaleLngt290","MaleLngt300","MaleLngt310","MaleLngt320","MaleLngt330","MaleLngt340","MaleLngt350","MaleLngt360","MaleLngt370","MaleLngt380","MaleLngt390","MaleLngt400","MaleLngt410","MaleLngt420","MaleLngt430","MaleLngt440","MaleLngt450","MaleLngt460","MaleLngt470","MaleLngt480","MaleLngt490","MaleLngt500","MaleLngt510","MaleLngt520","MaleLngt530","MaleLngt540","MaleLngt550","MaleLngt560","MaleLngt570","MaleLngt580","MaleLngt590","MaleLngt600","MaleLngt610","MaleLngt620","MaleLngt630","MaleLngt640","MaleLngt660","MaleLngt710","FemaleLngt160","FemaleLngt170","FemaleLngt180","FemaleLngt190","FemaleLngt200","FemaleLngt210","FemaleLngt220","FemaleLngt230","FemaleLngt240","FemaleLngt250","FemaleLngt260","FemaleLngt270","FemaleLngt280","FemaleLngt290","FemaleLngt300","FemaleLngt310","FemaleLngt320","FemaleLngt330","FemaleLngt340","FemaleLngt350","FemaleLngt360","FemaleLngt370","FemaleLngt380","FemaleLngt390","FemaleLngt400","FemaleLngt410","FemaleLngt420","FemaleLngt430","FemaleLngt440","FemaleLngt450","FemaleLngt460","FemaleLngt470","FemaleLngt480","FemaleLngt490","FemaleLngt500","FemaleLngt510","FemaleLngt520","FemaleLngt530","FemaleLngt540","FemaleLngt550","FemaleLngt560","FemaleLngt570","FemaleLngt580","FemaleLngt590","FemaleLngt600","FemaleLngt610","FemaleLngt620","FemaleLngt630","FemaleLngt640","FemaleLngt660","FemaleLngt710","UndeterminedLngt160","UndeterminedLngt170","UndeterminedLngt180","UndeterminedLngt190","UndeterminedLngt200","UndeterminedLngt210","UndeterminedLngt220","UndeterminedLngt230","UndeterminedLngt240","UndeterminedLngt250","UndeterminedLngt260","UndeterminedLngt270","UndeterminedLngt280","UndeterminedLngt290","UndeterminedLngt300","UndeterminedLngt310","UndeterminedLngt320","UndeterminedLngt330","UndeterminedLngt340","UndeterminedLngt350","UndeterminedLngt360","UndeterminedLngt370","UndeterminedLngt380","UndeterminedLngt390","UndeterminedLngt400","UndeterminedLngt410","UndeterminedLngt420","UndeterminedLngt430","UndeterminedLngt440","UndeterminedLngt450","UndeterminedLngt460","UndeterminedLngt470","UndeterminedLngt480","UndeterminedLngt490","UndeterminedLngt500","UndeterminedLngt510","UndeterminedLngt520","UndeterminedLngt530","UndeterminedLngt540","UndeterminedLngt550","UndeterminedLngt560","UndeterminedLngt570","UndeterminedLngt580","UndeterminedLngt590","UndeterminedLngt600","UndeterminedLngt610","UndeterminedLngt620","UndeterminedLngt630","UndeterminedLngt640","UndeterminedLngt660","UndeterminedLngt710","MaleLngt150","MaleLngt650","FemaleLngt150","FemaleLngt650","UndeterminedLngt150","UndeterminedLngt650","MaleLngt120","MaleLngt140","FemaleLngt120","FemaleLngt140","UndeterminedLngt120","UndeterminedLngt140","MaleLngt670","FemaleLngt670","UndeterminedLngt670","MaleLngt690","FemaleLngt690","UndeterminedLngt690"
"ple.27.7e",2022,"1","27.7.e","France",207425,"L","R-Reported","OTB_DEF_70-99_0_0",8141.4,0,0,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3204.86,2136.57,5341.43,2136.57,3204.86,4273.14,0,3204.86,2136.57,1068.29,1068.29,0,1068.29,0,2136.57,0,0,0,1068.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"3","27.7.e","UK (England)",-9,"L","A-All - reporte","TBB_DEF_70-99_0_0_all",266587,0,0,11469,0,30,0,0,0,0,0,0,0,0,365.55,1775.61,4087.84,12053.33,35387.54,23109.58,18209.33,8540.67,4204.01,4055.82,768.69,516.2,735.3,232.59,63.88,303.48,0,17.47,0,185.07,175.41,0,0,135.33,0,0,9.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980.82,2474.77,10611.49,51192.37,77505.52,162439.85,104767.63,82833.83,60047.91,40186.44,22305.33,16533.76,14696.93,10642.03,9327.1,6403.14,8031.63,3668.48,3155.48,3985.38,2115.89,3524.21,2238.87,2477.49,1742.22,1339.41,1164.51,958.64,512.02,571.03,795.08,412.72,491.03,579.72,254.77,135.33,100.72,110.26,135.33,0,109.82,0,0,0,0,0,0,0,0,0,0,0,0,0,110.26,0,110.26,220.51,220.51,110.26,55.13,110.26,55.13,55.13,0,0,0,0,0,0,55.13,0,0,0,0,0,0,0,55.13,0,0,0,0,55.13,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"3","27.7.e","UK (England)",-9,"L","A-All - reporte","GNS_DEF_all_0_0_all",10387,0,0,275,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,528.2,792.31,528.2,528.2,0,264.1,264.1,0,0,264.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3102.37,528.2,2079.39,2376.92,2641.02,2376.92,2641.02,2112.82,792.31,1056.41,0,1815.29,2079.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"annual","27.7.e","Belgium",818527,"D","R-Reported","TBB_DEF_70-99_0_0_all",124473,0,71,455,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10219.86,13424.4,83924.13,141259.3,137968.16,174251.92,179031.66,183914.24,70705.43,49675.68,16195.89,4850.1,2165.23,2165.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"4","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_70-99_0_0_all",15228,0,0,626,0,4,0,0,0,0,0,0,0,0,0,0,0,3055.15,291.06,438.77,805.88,264.18,62.71,1422.37,152.3,35.83,0,0,120.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395.49,1637.17,6213.03,5081.72,1726.96,2353.67,3418.1,3641.86,2497.21,895.47,3310.38,134.38,581.91,1458.2,0,62.71,197.09,35.83,0,35.83,147.72,0,0,26.88,0,1395.49,0,0,0,0,0,35.83,0,0,35.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"2","27.7.e","UK (England)",-9,"L","A-All - reporte","GNS_DEF_all_0_0_all",3604,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3081.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"1","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_>=120_0_0_all",37145,0,0,341,0,9,0,0,1439.77,719.88,719.88,719.88,6478.95,7918.72,12957.9,17997.09,8638.6,5039.18,6478.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439.77,2879.53,7918.72,6478.95,16557.32,30954.99,33114.64,32394.76,25915.81,13677.79,3599.42,1439.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"4","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_>=120_0_0_all",5856,0,0,33,0,8,0,0,0,0,0,0,0,0,1634.33,1634.33,817.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817.17,0,817.17,2451.5,3268.66,4085.83,5720.16,2451.5,1634.33,1634.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"annual","27.7.e","Belgium",818527,"L","R-Reported","TBB_DEF_70-99_0_0_all",107378,0,145,659,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14583.52,42765.07,53612.39,51218.62,42562.17,30735.15,19299.42,23124.24,13062.42,9129.12,8736.37,4831.64,5842.81,7893.72,3820.47,2612.19,2780.72,4747.37,2022.34,674.11,1263.96,1938.08,252.79,674.11,674.11,252.79,505.59,252.79,0,674.11,0,252.79,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"3","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_>=120_0_0_all",17617,0,0,189,0,6,0,0,0,0,0,0,0,2013.86,4531.18,4531.18,7048.5,4531.18,503.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.46,1006.93,7551.96,12083.14,17621.25,15607.39,12083.14,5034.64,503.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"4","27.7.e","UK (England)",-9,"L","A-All - reporte","GNS_DEF_all_0_0_all",3937,0,0,680,0,12,0,0,0,0,0,0,0,0,0,0,0,0,82.86,117.81,34.95,68.2,69.91,187.72,68.2,104.86,0,0,0,34.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.57,233.92,1043.48,1032.75,1192.87,1601.56,1130.78,776.83,563.68,519.19,34.95,138.11,136.4,136.4,138.11,34.95,69.91,34.95,0,34.95,0,34.95,0,34.95,0,0,0,34.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"4","27.7.e","UK (England)",-9,"L","A-All - reporte","TBB_DEF_70-99_0_0_all",200975,0,0,14685,0,43,0,0,0,0,0,0,0,0,161.12,4576.82,8694.15,17531.12,21359.65,20237.45,8588.52,11643.28,5524.79,1323.64,1055.67,978.4,1160.12,382.84,79.78,242.44,172.69,58.91,31.44,55.49,0,0,0,0,0,0,0,4.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1233.29,9628.56,20565.3,57443.38,69397.62,60160.92,60019.33,59960.51,30894.17,32615.66,22925.91,20812.59,10963.67,7448.58,6784.38,5502.5,3723.27,3023.07,2737.38,2437.01,1968.92,1589.06,1406.47,1204.57,926.28,932.39,916.41,574.51,858.9,531.89,392.43,343.47,173.03,90.74,121.47,110.25,60.96,24.25,0,0,18.5,14.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"1","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_70-99_0_0_all",14622,0,0,401,0,5,0,0,0,0,0,0,0,0,0,0,0,269.12,615.63,195.45,173.25,0,0,0,0,173.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.37,2480.99,5421.58,7520.9,4313.01,5295.97,7441.73,2378.49,1441.99,1158.49,1579.05,888.61,151.59,562.5,254.77,230.58,755.42,41.3,173.25,41.3,211.47,192.36,0,0,0,0,0,0,197.45,0,0,0,0,197.45,173.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"2","27.7.e","UK (England)",-9,"D","A-All - reporte","TBB_DEF_70-99_0_0_all",22344,0,0,200,0,22,0,0,0,0,0,0,2053.39,4106.78,6844.63,6844.63,2737.85,1368.93,2053.39,684.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6844.63,15742.66,22587.29,24640.68,16427.12,10951.41,8213.56,4106.78,0,684.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"1","27.7.e","UK (England)",-9,"L","A-All - reporte","GNS_DEF_all_0_0_all",2101,0,0,609,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.82,0,0,69.41,69.41,0,69.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763.53,416.47,347.06,694.12,624.71,485.89,208.24,69.41,69.41,208.24,69.41,138.82,69.41,347.06,69.41,0,0,0,0,41.72,41.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"1","27.7.e","UK (England)",-9,"L","A-All - reporte","GTR_DEF_all_0_0_all",254,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"2","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_70-99_0_0_all",16138,0,0,339,0,10,0,0,0,0,0,0,0,0,0,0,0,183.85,1438.35,0,744.97,0,361.6,184.44,0,7.29,904.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709.13,1418.26,4991.29,2147.48,4309.12,7173.02,5207.54,5727.29,2890.19,2358,1142.17,1564.43,379.59,769.28,588.71,917.17,372.3,549.46,0,567.44,379.59,549.46,372.3,195.14,6.7,177.16,0,0,0,195.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"2","27.7.e","UK (England)",-9,"L","A-All - reporte","GNS_DEF_all_0_0_all",13353,0,0,292,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6625.05,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"3","27.7.e","UK (England)",-9,"L","A-All - reporte","GNS_DEF_all_0_0_all",16883,0,0,177,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26217.44,26217.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"4","27.7.e","UK (England)",-9,"L","A-All - reporte","GNS_DEF_all_0_0_all",8148,0,0,177,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1679.44,2671.17,0,0,0,0,495.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,495.87,0,3358.88,2863.01,1983.47,3358.88,1183.57,1679.44,1183.57,1183.57,495.87,1183.57,495.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"annual","27.7.e","Belgium",754993,"L","R-Reported","TBB_DEF_70-99_0_0_all",101609,0,500,2128,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,87.26,610.8,7286.75,13147.78,14041.32,17276.71,18563.19,15139.47,11958.2,9802.89,8990.03,7985.29,7408.16,7608.97,6292,6367.79,4714.72,3874.29,4476.71,4356.28,3128.55,3535.66,3068.16,2725.16,1662.96,2069.95,2889.63,1392.45,1086.97,1404.48,435.84,1304.04,538.54,0,87.26,169.46,82.2,87.26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"annual","27.7.e","Belgium",754993,"D","R-Reported","TBB_DEF_70-99_0_0_all",9075,0,142,370,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,348.85,436.06,871.67,2005.87,3790.19,4616.96,7214.45,10013.18,14663.8,13096.44,5947.62,1436.81,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"3","27.7.e","UK (England)",-9,"L","A-All - reporte","TBB_DEF_70-99_0_0_all",288585,0,0,6808,0,20,0,0,0,0,0,0,0,0,0,0,14492.58,23676.62,9804.52,12624.09,16413.74,11189.88,13598.26,5794.45,4426.27,2745.32,1980.31,629.31,1922.46,309.61,1165.53,37.31,137.14,0,0,576.23,172.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,16875.91,104367.74,84835.36,72552.72,95873.64,62831.87,69984.53,44913.87,28275.3,24559.87,15756.99,13140.82,11716.11,8256.68,7676.87,4649.01,3888.29,5065.52,4094.38,4377.62,2931.91,3238.81,3342.96,2402.68,2712.28,2689.21,1366.54,960.16,1160.25,1467.47,969.84,375.29,700.82,576.23,576.23,0,62.3,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"3","27.7.e","UK (England)",-9,"D","A-All - reporte","TBB_DEF_70-99_0_0_all",3455,0,0,179,0,12,0,0,0,0,0,229.3,802.55,573.25,2407.65,2407.65,2293,687.9,229.3,229.3,114.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,229.3,687.9,1031.85,2751.6,3095.55,1605.1,1031.85,114.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
