"Stock","Year","Season","Area","Country","Effort","Catch.Cat.","Report.cat.","Fleets","Caton","SampledCatch","NumAgeMeasurement","NumLengthMeasurements","NumSamplesAge","NumSamplesLength","MaleAge1","MaleAge2","MaleAge3","MaleAge4","MaleAge5","MaleAge6","MaleAge7","MaleAge8","MaleAge9","MaleAge10","MaleAge11","MaleAge12","MaleAge13","MaleAge14","MaleAge15","MaleAge16","MaleAge17","MaleAge19","FemaleAge1","FemaleAge2","FemaleAge3","FemaleAge4","FemaleAge5","FemaleAge6","FemaleAge7","FemaleAge8","FemaleAge9","FemaleAge10","FemaleAge11","FemaleAge12","FemaleAge13","FemaleAge14","FemaleAge15","FemaleAge16","FemaleAge17","FemaleAge19","UndeterminedAge1","UndeterminedAge2","UndeterminedAge3","UndeterminedAge4","UndeterminedAge5","UndeterminedAge6","UndeterminedAge7","UndeterminedAge8","UndeterminedAge9","UndeterminedAge10","UndeterminedAge11","UndeterminedAge12","UndeterminedAge13","UndeterminedAge14","UndeterminedAge15","UndeterminedAge16","UndeterminedAge17","UndeterminedAge19","X","MaleAge0","FemaleAge0","UndeterminedAge0","MaleAge18","FemaleAge18","UndeterminedAge18","MaleAge20","MaleAge21","MaleAge22","FemaleAge20","FemaleAge21","FemaleAge22","UndeterminedAge20","UndeterminedAge21","UndeterminedAge22","MaleAge27","FemaleAge27","UndeterminedAge27","MaleAge23","MaleAge24","FemaleAge23","FemaleAge24","UndeterminedAge23","UndeterminedAge24","MaleAge26","FemaleAge26","UndeterminedAge26"
"ple.27.7e",2022,"2","27.7.e","UK (England)",-9,"L","A-All - reporte","MIS_MIS_0_0_0_HC",8548,0,696,365,32,7,0,0.11,2.98,22.03,20.41,14.4,7.04,4.53,1.47,0.33,0.3,0.04,0,0,0,0,0,NA,0,6.93,78.24,375.05,287.34,198.91,116.54,105.57,58.79,32.49,30.76,19.96,7.59,5.71,1.77,0,0.66,NA,0,696.85,3633.91,9640.08,5090.11,2272.77,1207.3,1055.74,544.88,237.11,217.46,86.76,28.44,25.53,6.34,0,1.36,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"3","27.7.e","France",399000,"L","R-Reported","OTB_DEF_70-99_0_0",6425.19,0,0,102,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,249.87,4625.62,0,0,8256.41,0,2054.46,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,83.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"4","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_>=120_0_0_all",19909,0,716,598,25,14,0,232.67,1147.34,2289.92,603.68,260.07,83.22,44.96,25.72,3.91,0.11,0,0,0,0,0,0,NA,0,1745.61,8957.21,19680.02,6300.21,3174.46,1512.94,1222.12,712.31,215.27,138.71,46.08,46.17,11.4,0.11,0,2.29,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"1","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_70-99_0_0_all",1825,0,18,59,2,5,0,41.01,1313.36,1201.79,223.14,14.77,6.11,1.02,0.26,0,0,0,0,0,0,0,0,NA,0,163.53,4964.6,5670.69,1229.81,115.9,53.75,16.81,8.41,0.76,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"4","27.7.e","UK (England)",-9,"D","A-All - reporte","TBB_DEF_70-99_0_0_all",10426,0,21,62,2,13,0,2861.5,6719.2,4985.47,488.7,128.89,16.11,1.79,0.9,0,0,0,0,0,0,0,0,NA,0,7534.6,17548.5,13376.64,1359.59,366.97,49.23,10.74,1.79,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"1","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_>=120_0_0_all",23142,0,704,1594,28,29,0,47.43,879.5,4470.65,2023.2,766.9,526.79,369.72,291.41,116.91,12.38,11.66,3.12,2.27,0.26,0,0,NA,0,220.61,4130.48,20580.7,9426.49,4074.53,3035.19,2808.79,2628.84,1470.5,382.08,349.45,216.89,117.77,65.15,5.61,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"4","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_70-99_0_0_all",15228,0,716,626,25,4,0,603.99,2140.09,2944.41,593.93,234.48,68.73,37.58,20.12,2.99,0.24,0,0.12,0,0,0,0,NA,0,2727.2,9961.58,15339.54,3809.98,1765.61,852.5,823.01,493.81,204.29,185.98,65.15,61.03,15.77,0.65,0,2.89,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"1","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_>=120_0_0_all",37145,0,18,341,2,9,0,853.06,23995.16,34496.82,8211.71,895.54,426.89,141.82,75.59,11.52,0,0,0,0,0,0,0,NA,0,2094.14,57336.57,89940.09,22359.58,2639.09,1276.36,447.77,232.52,46.07,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"4","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_>=120_0_0_all",5856,0,21,33,2,8,0,912.77,1870.49,1174.27,98.06,23.7,2.45,0,0,0,0,0,0,0,0,0,0,NA,0,3194.3,8938.98,8987.19,1241.27,392.24,72.73,27.78,16.34,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"annual","27.7.e","Belgium",818527,"L","R-Reported","TBB_DEF_70-99_0_0_all",107378,0,145,659,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,19712.29,60767.84,170078.85,46300.31,21288.97,11698.93,7254.97,5037.88,3617.72,3477.52,1106.18,0,453.51,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"2","27.7.e","UK (England)",-9,"D","A-All - reporte","TBB_DEF_70-99_0_0_all",22344,0,69,200,8,22,0,5529.09,9197.13,9349.08,2342.23,223.14,43.81,10.95,0.68,0,0,0,0,0,0,0,0,NA,0,15369.62,34310.09,44790.59,13441.49,1739.22,398.36,138.26,15.74,0.68,0.68,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"1","27.7.e","UK (England)",-9,"L","A-All - reporte","GNS_DEF_all_0_0_all",2101,0,704,609,28,21,0,1.6,28.46,163.19,76.63,29.5,19.99,13.26,10,3.68,0.35,0.35,0.07,0.07,0,0,0,NA,0,16.45,282.3,1806.05,912.91,451.23,343.65,320.14,293.87,153.53,31.25,28.78,13.85,8.19,3.5,0.13,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"2","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_70-99_0_0_all",16138,0,696,339,32,10,0,119.29,598.38,1560.13,832.47,368.45,172.06,114.18,38.76,9.82,8,0.91,0,0,0,0,0,NA,0,1306.57,6388.69,17516.67,9547.14,4224.17,2223.15,2008.06,1103.77,517.78,477.4,197.57,64.12,57.96,14.88,0,2.85,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"3","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_>=120_0_0_all",17617,0,85,189,9,6,208.94,4305.12,10280.24,6787.2,1348.28,183.26,22.15,5.03,0,0,0,0,0,0,0,0,0,NA,431.47,12205.99,29268.39,23757.47,5267.24,840.79,126.37,39.77,5.54,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"4","27.7.e","UK (England)",-9,"L","A-All - reporte","GNS_DEF_all_0_0_all",3937,0,716,680,25,12,0,33.92,173.78,370.29,106.7,48.72,17.77,10.78,6.14,1.16,0.14,0,0.04,0,0,0,0,NA,0,377.64,1984.83,4285.54,1276.88,612.51,268.55,207.71,120.67,35.06,20.91,6.33,6.76,1.43,0,0,0.32,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"4","27.7.e","UK (England)",-9,"L","A-All - reporte","TBB_DEF_70-99_0_0_all",200975,0,716,14685,25,43,0,10461.53,35804.75,45216.04,7978.86,2928.51,768.39,405.16,227.93,30.56,6.23,0.42,1.92,0.05,0,0,0.01,NA,0,36156.06,139424.32,218840.2,53098.52,24152.33,10633.58,8839.41,5218.08,1688.23,1266.02,481.41,418.3,130.28,19.01,0,29.24,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"1","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_70-99_0_0_all",14622,0,704,401,28,5,0,11.53,247.09,766.96,264.75,60.58,36.84,19.7,14.03,4.72,0.35,0.35,0,0,0,0,0,NA,0,259.89,5136.86,21137.37,8587.82,2782.6,1883.34,1390.75,1181.86,594.87,166.59,153.96,133.1,63.68,60.26,15,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"2","27.7.e","UK (England)",-9,"L","A-All - reporte","TBB_DEF_70-99_0_0_all",155473,0,696,11021,32,35,0,3296.51,12440.95,25769.11,11484.55,3923.56,1808.47,1330.16,541.65,172.52,154.02,34.5,9.57,9.96,1.6,0,0,NA,0,14153.71,58880.77,145485.48,76587.88,35538.58,19782.56,18981.13,11328.25,6164.33,5768.62,3325.21,1225.09,957.26,298.68,0,122.32,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"3","27.7.e","UK (England)",-9,"D","A-All - reporte","TBB_DEF_>=120_0_0_all",105,0,85,164,9,25,1.25,22.37,53.33,34.14,6.75,0.93,0.12,0.03,0,0,0,0,0,0,0,0,0,NA,2.75,78.45,187.96,147.32,32.08,5.03,0.77,0.23,0.04,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"2","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_>=120_0_0_all",21947,0,69,472,8,12,0,6138.3,10517.21,10883.56,2729.44,253.72,49.65,14.84,0.61,0,0,0,0,0,0,0,0,NA,0,18732.49,36898.5,43254.19,11846.06,1264.96,258.56,77.81,4.54,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"3","27.7.e","UK (England)",-9,"L","A-All - reporte","TBB_DEF_70-99_0_0_all",266587,0,657,11469,29,30,171.95,13982.28,33931.92,47556.27,14053.67,3381.1,898.87,518.22,262.66,39.37,31.67,8.42,2.83,7.1,0.16,1.48,0,NA,561.07,67537.24,164574.39,294999.56,104290.21,34458.41,15004.1,11823.96,9280.78,2824.96,2744.34,1378.75,564.25,755.2,179.8,133.82,0,NA,0.44,90.63,221.72,476.91,182.58,65.27,32.91,30.76,33.79,20.07,23.43,16.32,7,7.44,1.82,1.1,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"3","27.7.e","UK (England)",-9,"L","A-All - reporte","GNS_DEF_all_0_0_all",10387,0,657,275,29,14,0.53,249.05,610.87,1422.98,553.3,189.1,69.72,44.9,22.71,2.11,1.32,0,0,0.26,0,0,0,NA,6.73,1468.41,3605.06,9834.81,4482.91,1973.59,961.16,711.24,435.67,59.91,36.7,5.97,0,5.97,0,2.08,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2022,"annual","27.7.e","Belgium",818527,"D","R-Reported","TBB_DEF_70-99_0_0_all",124473,0,71,455,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,97510.87,541996.59,413828.67,14040.36,2374.75,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"annual","27.7.e","Belgium",754993,"L","R-Reported","TBB_DEF_70-99_0_0_all",101609,0,500,2128,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,7951.51,40365.35,43247.56,27961.1,16901.34,20313.21,11204.16,8964,6025.35,5780.73,4259.18,1415.01,1268.7,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"3","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_>=120_0_0_all",6743,0,77,155,7,10,0,5439.99,7492.03,1329.81,147.45,55.93,13.73,1.27,0,0,0,0,0,0,0,0,NA,NA,0,8230.78,13541.37,2612.84,328.19,136.51,38.9,7.63,0.76,0.25,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"1","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_>=120_0_0_all",12116,0,552,1608,22,25,0,65.26,2051.66,2303.62,1208.07,683.29,319.65,297.4,63.92,27.46,11.34,5.45,1.06,0,0,0,NA,NA,0,233.85,7228.32,8190.34,4601.02,2848.46,2075.74,2205.6,651.3,482.96,259.85,123.38,40.01,9.2,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"4","27.7.e","UK (England)",-9,"L","A-All - reporte","TBB_DEF_70-99_0_0_all",313869,0,722,11402,30,41,0,12885.36,58048.05,27866.92,11953.34,6613.5,4109.54,2057.67,900.58,176.62,214.17,164.88,8.55,0.3,3.77,0,NA,NA,0,44786.59,270547.21,148773.66,78413.31,49097.91,36651.88,23943.64,12041.55,5189.33,7097.13,3929.98,1098.62,365.9,467.04,129.67,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"2","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_>=120_0_0_all",21588,0,703,2173,31,39,0,442.32,4285.21,4458.91,1398.95,574.77,291.54,63.32,35.61,4.16,2.58,0.15,0,0.02,0,0,NA,NA,0,1934.74,20961.33,24162.66,8802.23,4907.08,3252.49,1576.41,912.88,427.89,290.06,104.96,16.48,14.37,16.13,4.93,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"4","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_70-99_0_0_all",11673,0,62,101,5,4,153.4,5692.29,9120.26,2268,321.47,108.79,35.45,11.61,3.06,0,0,0,0,0,0,0,NA,NA,0,10349.9,24097.21,7316.74,1393.43,520.09,204.74,77.01,25.06,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"2","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_>=120_0_0_all",4133,0,159,328,14,17,0,785.87,2920.36,1715.09,323.39,73.26,26.32,1.98,0.71,0,0,0,0,0,0,0,NA,NA,0,2155.04,9738.13,6403.1,1319.24,325.2,119.41,10.35,3.64,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"1","27.7.e","UK (England)",-9,"L","A-All - reporte","TBB_DEF_70-99_0_0_all",94859,0,552,2067,22,18,0,94.88,1722.34,1662.14,785.72,471.36,354.76,378.76,109.74,73.92,38.1,18.29,5.72,0.38,0,0,NA,NA,0,386,16500.2,21931.68,16974.99,13110.38,19094.38,23877.7,9964.44,11809.87,7398.07,3548.72,1297.09,1189.26,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"3","27.7.e","UK (England)",-9,"L","A-All - reporte","GNS_DEF_all_0_0_all",16883,0,478,177,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,2097.4,29835.45,12453.28,3932.62,2333.35,1127.35,445.7,157.31,78.65,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"3","27.7.e","France",721480,"L","R-Reported","OTB_DEF_100-119_0_0",8538.1,0,0,145,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,263.91,6380.24,5856.74,1391.07,0,0,1980.44,2983.35,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"1","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_70-99_0_0_all",13542,0,208,790,12,12,817.56,7176.91,15859.33,7478.32,1034.14,282.91,24,20.94,1.68,0,0,0,0,0,0,0,NA,NA,692.99,13905.23,44290.17,23720.83,3946.57,1193.25,129.46,110.2,7.95,0.77,0.15,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"3","27.7.e","UK (England)",-9,"L","A-All - reporte","TBB_DEF_70-99_0_0_all",288585,0,478,6808,23,20,0,14582.28,68358.65,22604.47,6738.43,4262.91,2611.5,1517.28,633.8,288.14,54.61,0.92,0.92,28.13,0.75,0,NA,NA,0,62205.34,363913.57,131790.94,46617.34,32643.62,26038.24,22530.43,11484.34,5292.74,4710.04,1034.64,333.86,363.86,332.78,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"2","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_70-99_0_0_all",16974,0,159,702,14,12,0,10076.34,16888.3,7345.15,1195.95,252.85,91.6,8.59,3.82,0,0,0,0,0,0,0,NA,NA,0,19704.42,48170.72,24604.61,4306.71,920.96,321.74,22.71,6.3,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"3","27.7.e","France",703645,"L","R-Reported","OTB_DEF_70-99_0_0",11760.38,0,0,172,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1809.53,3961.57,15173.09,9090.7,1954.49,0,0,1509.5,942.5,0,0,0,0,0,0,0,NA,NA,NA,0,0,39.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"2","27.7.e","UK (England)",-9,"D","A-All - reporte","TBB_DEF_70-99_0_0_all",2000,0,159,410,14,23,0,1255.79,2692.8,1167.11,170.63,29.19,9.59,0.34,0.11,0,0,0,0,0,0,0,NA,NA,0,1860.91,5160.16,2662.16,458.39,95.88,33.61,2.06,0.95,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"4","27.7.e","UK (England)",-9,"L","A-All - reporte","GNS_DEF_all_0_0_all",8148,0,722,177,30,16,0,461.25,2416.51,1132.7,419.25,212,119.2,52.88,23.27,2.48,2.98,2.48,0,0,0,0,NA,NA,0,1588.35,8503.97,4389.33,2121.93,1250.96,833.88,444.17,200.65,42.29,51.18,39.62,2.18,0,1.68,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"3","27.7.e","UK (England)",-9,"D","A-All - reporte","OTB_DEF_70-99_0_0_all",8514,0,77,94,7,9,0,6041.46,6253.87,1094.68,135.61,59.91,17.97,4.9,1.09,0.55,0,0,0,0,0,0,NA,NA,0,13335.55,19737.01,3751.34,470.55,197.7,55.55,12.53,1.63,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"3","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_>=120_0_0_all",33815,0,478,2288,23,29,0,2223.18,8048.47,2467.81,674.82,413.34,236.1,120.69,49,19.34,1.97,0,0,2.49,0,0,NA,NA,0,5486.36,39349.53,15322.94,5983.93,4385.16,3752.03,3203.12,1575.04,714.85,344.25,34.07,15.3,54.84,13.34,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ple.27.7e",2021,"4","27.7.e","UK (England)",-9,"L","A-All - reporte","OTB_DEF_70-99_0_0_all",23335,0,722,577,30,7,0,1577.96,6819.61,2913.84,939.24,445.05,232.56,100.14,40.97,4.87,5.37,4.7,0.11,0,0.06,0,NA,NA,0,3795.56,20740.94,10587.29,5128.86,3177.89,2392.3,1612.65,829.77,417.35,587.78,297.86,118.78,52.05,45.13,18.82,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
