"Stock","Country","Year","CatchCategory","ReportingCategory","CATONRaisedOrImported","MisreportedArea","Area","Season","SeasonType","Fleet","CATON","Effort","UnitEffort","OfficialLandings","SampledOrEstimated","Sex","AgeOrLength","AgeOrLengthType","CANUM","WECA","LECA","SampledCatch","No..of.Length.Samples","No..of.Length.Measured","No..of.Age.Samples","No..Age.Readings"
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",165.17,495717,"kWd",NA,"Estimated_Distribution","Female",6,"Age",1.57,259.69,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",165.17,495717,"kWd",NA,"Estimated_Distribution","Female",5,"Age",4.31,250.81,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",165.17,495717,"kWd",NA,"Estimated_Distribution","Female",4,"Age",176.37,186.37,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",165.17,495717,"kWd",NA,"Estimated_Distribution","Female",3,"Age",460.51,164.08,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Female",11,"Age",98.01,966.39,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Female",12,"Age",22.5,1821.52,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Female",13,"Age",5.24,2118.01,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Female",14,"Age",20.52,1965.08,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Female",16,"Age",5.09,2118.01,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Female",17,"Age",5.11,1237.8,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Female",19,"Age",3.23,2333.25,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Female",10,"Age",10.46,1314.56,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Female",9,"Age",239.21,983.68,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Female",8,"Age",169.3,696.87,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Female",7,"Age",781.61,743.51,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Female",6,"Age",1036.64,506.28,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Female",5,"Age",1462.21,479.36,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Female",4,"Age",2358.32,374.84,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Female",3,"Age",3039.2,287.81,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Female",2,"Age",112.55,302.07,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Male",2,"Age",170.64,194.27,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Male",3,"Age",869.87,240.24,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Male",4,"Age",539.89,280.06,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Male",5,"Age",206.95,363.12,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Male",6,"Age",91.34,391.48,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Male",7,"Age",40.55,466.89,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Male",8,"Age",65.13,393.22,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Male",9,"Age",79.54,442.62,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Male",10,"Age",21.62,450.26,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",4813,495717,"kWd",NA,"Estimated_Distribution","Male",11,"Age",10.33,553.52,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",165.17,495717,"kWd",NA,"Estimated_Distribution","Male",2,"Age",111.64,99.49,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",165.17,495717,"kWd",NA,"Estimated_Distribution","Male",3,"Age",233.26,151.18,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",165.17,495717,"kWd",NA,"Estimated_Distribution","Male",4,"Age",53.18,174.45,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",165.17,495717,"kWd",NA,"Estimated_Distribution","Male",5,"Age",0.49,400.08,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",165.17,495717,"kWd",NA,"Estimated_Distribution","Male",6,"Age",0.21,400.08,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",165.17,495717,"kWd",NA,"Estimated_Distribution","Male",7,"Age",0.29,400.08,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",165.17,495717,"kWd",NA,"Estimated_Distribution","Male",8,"Age",0.42,400.08,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",165.17,495717,"kWd",NA,"Estimated_Distribution","Male",9,"Age",0.29,400.08,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",165.17,495717,"kWd",NA,"Estimated_Distribution","Female",9,"Age",0.07,472.66,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",165.17,495717,"kWd",NA,"Estimated_Distribution","Undetermined",3,"Age",3.61,166.29,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","GTR_DEF_all_0_0_all",165.17,495717,"kWd",NA,"Estimated_Distribution","Undetermined",4,"Age",0.75,186.71,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",192.73,2460812,"kWd",NA,"Estimated_Distribution","Undetermined",3,"Age",4.2,166.29,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",192.73,2460812,"kWd",NA,"Estimated_Distribution","Undetermined",4,"Age",0.87,186.71,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Male",2,"Age",199.11,194.27,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Male",3,"Age",1015,240.24,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Male",4,"Age",629.96,280.06,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Male",5,"Age",241.48,363.12,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Male",6,"Age",106.58,391.48,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Male",7,"Age",47.31,466.89,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Male",8,"Age",76,393.22,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Male",9,"Age",92.81,442.62,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Male",11,"Age",12.05,553.52,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",192.73,2460812,"kWd",NA,"Estimated_Distribution","Male",2,"Age",129.9,99.49,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",192.73,2460812,"kWd",NA,"Estimated_Distribution","Male",3,"Age",271.43,151.18,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Male",10,"Age",25.23,450.26,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",192.73,2460812,"kWd",NA,"Estimated_Distribution","Male",4,"Age",61.89,174.45,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",192.73,2460812,"kWd",NA,"Estimated_Distribution","Male",5,"Age",0.58,400.08,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",192.73,2460812,"kWd",NA,"Estimated_Distribution","Male",6,"Age",0.25,400.08,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",192.73,2460812,"kWd",NA,"Estimated_Distribution","Male",7,"Age",0.34,400.08,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",192.73,2460812,"kWd",NA,"Estimated_Distribution","Male",8,"Age",0.49,400.08,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",192.73,2460812,"kWd",NA,"Estimated_Distribution","Male",9,"Age",0.34,400.08,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",192.73,2460812,"kWd",NA,"Estimated_Distribution","Female",9,"Age",0.08,472.66,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",192.73,2460812,"kWd",NA,"Estimated_Distribution","Female",7,"Age",0.08,472.66,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",192.73,2460812,"kWd",NA,"Estimated_Distribution","Female",6,"Age",1.83,259.69,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",192.73,2460812,"kWd",NA,"Estimated_Distribution","Female",5,"Age",5.01,250.81,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",192.73,2460812,"kWd",NA,"Estimated_Distribution","Female",4,"Age",205.23,186.37,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Female",10,"Age",12.2,1314.56,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",192.73,2460812,"kWd",NA,"Estimated_Distribution","Female",3,"Age",535.87,164.08,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Female",11,"Age",114.36,966.39,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Female",12,"Age",26.25,1821.52,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Female",13,"Age",6.12,2118.01,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Female",14,"Age",23.94,1965.08,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Female",16,"Age",5.94,2118.01,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Female",17,"Age",5.96,1237.8,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Female",19,"Age",3.77,2333.25,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Female",9,"Age",279.12,983.68,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Female",8,"Age",197.55,696.87,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Female",7,"Age",912.01,743.51,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Female",6,"Age",1209.6,506.28,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Female",5,"Age",1706.16,479.36,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Female",4,"Age",2751.78,374.84,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","annual","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Female",3,"Age",3546.26,287.81,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","annual","Quarter","MIS_MIS_0_0_0_HC",5616,2460812,"kWd",NA,"Estimated_Distribution","Female",2,"Age",131.33,302.07,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","annual","Quarter","OTB_DEF_70-99_0_0_all",13411.72,2799228,"kWd",NA,"Estimated_Distribution","Female",6,"Age",127.93,259.69,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","annual","Quarter","OTB_DEF_70-99_0_0_all",13411.72,2799228,"kWd",NA,"Estimated_Distribution","Female",5,"Age",349.99,250.81,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","annual","Quarter","OTB_DEF_70-99_0_0_all",13411.72,2799228,"kWd",NA,"Estimated_Distribution","Female",4,"Age",14335,186.37,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","annual","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Female",10,"Age",89.77,1314.56,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","annual","Quarter","OTB_DEF_70-99_0_0_all",13411.72,2799228,"kWd",NA,"Estimated_Distribution","Female",3,"Age",37429.63,164.08,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Female",11,"Age",841.28,966.39,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Female",12,"Age",193.11,1821.52,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Female",13,"Age",45,2118.01,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Female",14,"Age",176.12,1965.08,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Female",16,"Age",43.69,2118.01,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Female",17,"Age",43.85,1237.8,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Female",19,"Age",27.73,2333.25,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Female",9,"Age",2053.32,983.68,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Female",8,"Age",1453.25,696.87,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Female",7,"Age",6709.18,743.51,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Female",6,"Age",8898.36,506.28,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Female",5,"Age",12551.36,479.36,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Female",4,"Age",20243.45,374.84,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Female",3,"Age",26087.98,287.81,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Female",2,"Age",966.13,302.07,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Male",2,"Age",1464.74,194.27,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Male",3,"Age",7466.8,240.24,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Male",4,"Age",4634.31,280.06,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Male",5,"Age",1776.42,363.12,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Male",6,"Age",784.06,391.48,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Male",7,"Age",348.07,466.89,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Male",8,"Age",559.07,393.22,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Male",9,"Age",682.74,442.62,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Male",11,"Age",88.66,553.52,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",13411.72,2799228,"kWd",NA,"Estimated_Distribution","Male",2,"Age",9073.72,99.49,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",13411.72,2799228,"kWd",NA,"Estimated_Distribution","Male",3,"Age",18958.87,151.18,NA,0,0,0,0,0
"ple-echw","France",2013,"Landings","Reported","Imported_Data",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",41314,2799228,"kWd",NA,"Estimated_Distribution","Male",10,"Age",185.58,450.26,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",13411.72,2799228,"kWd",NA,"Estimated_Distribution","Male",4,"Age",4322.77,174.45,NA,0,0,0,0,0
"ple-echw","France",2013,"Discards","Reported","Raised_Discards",NA,"VIIe","2","Quarter","OTB_DEF_70-99_0_0_all",13411.72,2799228,"kWd",NA,"Estimated_Distribution","Male",5,"Age",40.21,400.08,NA,0,0,0,0,0
